"idd","avgLL_FM2"
748,-13.4251026538374
749,-12.3859954164873
750,-11.5997010698126
751,-15.9552178824402
752,-9.75337797877433
753,-11.7431869796342
754,-7.07321201903503
755,-8.53203667902853
756,-12.6626850031669
757,-15.5901772267037
758,-7.19809743536505
759,-12.1311693474404
760,-12.0468436282526
761,-15.7976471062585
762,-9.31439160802937
763,-12.5790029209027
764,-11.7285248026348
765,-8.31790090961653
766,-10.4081444245491
767,-8.72571874873798
768,-9.88240570258131
769,-13.4260128224256
770,-8.579203734712
771,-10.7248678288763
772,-8.33017681749645
773,-12.1663674002885
774,-9.02782169153927
775,-10.1724180277459
776,-7.76817231695364
777,-15.4060646734083
778,-14.3818785565799
779,-7.13616345385558
780,-6.04782866328292
781,-12.1741424534421
782,-10.5576946409167
783,-9.72470942423401
784,-14.8256651959712
785,-6.18925586147419
786,-11.9579233428782
787,-10.2699199714655
788,-8.86842431747631
789,-9.66361000294117
790,-8.77968804192671
791,-9.18934958124933
792,-13.856486979477
793,-7.94796412686453
794,-10.5051450464461
795,-10.0194852615543
796,-7.18044194701028
797,-8.14464097124188
798,-7.471136965772
799,-15.1584125626455
800,-7.69720520371152
801,-11.9401476482585
802,-12.7325507453175
803,-7.56331355124215
804,-14.381786830683
805,-10.9242110421418
806,-12.4236750364524
807,-6.51121434528707
808,-10.6994381841867
809,-9.70024158745006
810,-5.26770246902352
811,-8.64566179806498
812,-12.7530688906068
813,-12.835858224546
814,-10.5004393979155
815,-12.1846103345834
816,-8.31520709560449
817,-9.70918112796486
818,-11.6943489656311
819,-6.29281082193104
820,-10.8733594854968
821,-9.13195511877027
822,-12.0724128468937
823,-11.6709535092968
824,-8.11458448066891
825,-10.6649403645488
826,-15.656438517663
827,-8.25610864733022
828,-12.2323458930922
829,-13.9984237499727
830,-10.189975209958
831,-8.68560710814089
832,-7.86564025222868
833,-10.0350534149835
834,-9.42471431356401
835,-14.6803639240076
836,-12.3781380964594
837,-6.67022370860597
838,-12.6811567614058
839,-12.0151299045829
840,-12.0270463263693
841,-8.84260648921426
842,-9.58638646059561
843,-11.6221031200659
844,-9.68081968839113
845,-10.3443154104315
846,-10.3018282651541
847,-9.36020341073967
848,-7.50917709785145
849,-13.7355920450369
850,-8.08406219354735
851,-6.77437570415978
852,-11.0579712313682
853,-14.5858507987361
854,-7.9540101355892
855,-8.97485260126849
856,-12.7288546722117
857,-8.38281412593316
858,-9.19970831346202
859,-11.4320675312323
860,-7.23422077485762
861,-11.7385761692303
862,-9.04424889033251
863,-13.7260263459074
864,-11.4859941942322
865,-12.9505742134773
866,-6.22392613156896
867,-7.84160272757389
868,-11.6276900624956
869,-13.6632859596284
870,-16.3383269039051
871,-10.1799176089505
872,-11.9489790362686
873,-11.488624320199
874,-17.9233132159715
875,-7.52840895284743
876,-8.36523771360689
877,-7.17357179074493
878,-15.2243989207987
879,-7.85654117451825
880,-7.15880970704885
881,-8.47178030271937
882,-14.8931456118228
883,-13.2665100570327
884,-9.72518683013979
885,-8.08722626998789
886,-8.23386816593455
887,-12.930409211388
888,-7.67159175841161
889,-12.4627282072905
890,-7.66993278444547
891,-5.67345278877549
892,-10.9931353306486
893,-12.1320728995407
894,-9.33457150320894
895,-7.11570172353305
896,-9.21564904003137
897,-10.4551440927924
898,-11.2180039901542
899,-10.4234666769223
900,-11.9150615035987
901,-7.87601273766451
902,-8.35928067693407
903,-6.21148377700312
904,-6.74529090573429
905,-11.395792009856
906,-13.0719608667069
907,-11.1224835116946
908,-7.47899952690126
909,-13.3087815137879
910,-9.01644653312864
911,-7.41334277295811
912,-13.0750594678036
913,-8.08909734257361
914,-13.9135229644809
915,-11.4247215955613
916,-10.9078630420874
917,-9.15285153647026
918,-13.655718592615
919,-11.3744254976505
920,-12.7565383556729
921,-7.2973522574143
922,-10.8040342259033
923,-9.71512088758947
924,-6.53391336956255
925,-13.721761149915
926,-8.65143199646834
927,-8.56341559549865
928,-9.41728612625208
929,-8.8379284212893
930,-9.42751497491247
931,-7.07313493990388
932,-6.5230080731519
933,-7.97840999475656
934,-7.96796754144606
935,-5.36149102750672
936,-9.87449437357164
937,-12.765936809204
938,-7.20667071045496
939,-10.3675089308804
940,-5.94590757078322
941,-11.0818844074134
942,-8.83938342860342
943,-12.8600388717209
944,-12.9341216667214
945,-12.0135881822516
946,-10.4543456013847
947,-13.4696911897252
948,-8.19066277943057
949,-12.430300719862
950,-13.8230890316211
951,-9.5008545951971
952,-5.83841301342383
953,-8.60500195668732
954,-8.81299248494897
955,-11.4753034179954
956,-8.53650810504558
957,-7.68479527190267
958,-9.20472998625606
959,-10.0411391735186
960,-10.8278386643014
961,-12.9816212284854
962,-8.60627785184287
963,-11.5072560577096
964,-9.34966685884467
965,-9.18711718822795
966,-7.62593974101068
967,-10.9565268579831
968,-13.1422426478419
969,-7.51856494379684
970,-11.7246845851434
971,-12.2230595678479
972,-12.2566670216716
973,-11.0453838614218
974,-6.50184677820071
975,-10.8507649713998
976,-10.0539986303572
977,-16.3688819207487
978,-8.76293616508042
979,-12.5459566396734
980,-15.7285762394137
981,-10.0228189180385
982,-11.3169018057433
983,-9.30480920626804
984,-10.2744609597523
985,-8.17196908616314
986,-7.69436023827155
987,-12.522900351842
988,-13.1674704679598
989,-8.83749336142577
990,-13.4579691593995
991,-7.06914334387336
992,-7.41913129402544
993,-13.2036516462258
994,-10.2046736299245
995,-8.36600625036106
996,-7.43639440961138
997,-12.3191082018636
998,-9.35771239634045
999,-13.243668768572
1000,-9.3398580668119
